"CERT","CHCLASS1","CITYST","COST","FAILDATE","FIN","ID","NAME","QBFASSET","QBFDEP","RESTYPE","RESTYPE1","SAVR"
14318,"N","EDINBURG, TX",617168,"9/13/2013","10488","4054","FIRST NATIONAL BANK",3085764,2338335,"FAILURE","PA","DIF"
57041,"NM","BRIDGEPORT, CT",9211,"9/13/2013","10489","4055","THE COMMUNITY'S BANK",26368,25715,"FAILURE","PO","DIF"
19849,"NM","PARSONS, TN",130310,"8/23/2013","10486","4052","COMMUNITY SOUTH BANK",386908,377672,"FAILURE","PA","DIF"
34707,"NM","PHOENIX, AZ",15391,"8/23/2013","10487","4053","SUNRISE BANK OF ARIZONA",202179,196924,"FAILURE","PA","DIF"
35016,"NM","WAUSAU, WI",13428,"8/9/2013","10485","4051","BANK OF WAUSAU",43564,40663,"FAILURE","PA","DIF"
34943,"NM","FORT MYERS, FL",24921,"8/2/2013","10484","4050","FIRST COMMUNITY BANK OF SOUTHWEST FLORIDA",247315,243618,"FAILURE","PA","DIF"
34789,"N","SEVIERVILLE, TN",33292,"6/7/2013","10483","4049","MOUNTAIN NATIONAL BANK",437282,373366,"FAILURE","PA","DIF"
58358,"NM","NORTH LAS VEGAS, NV",5208,"6/6/2013","10482","4048","1st COMMERCE BANK",20152,19579,"FAILURE","PA","DIF"
35386,"NM","KENOSHA, WI",22884,"5/31/2013","10478","4047","BANKS OF WISCONSIN",134024,127590,"FAILURE","PA","DIF"
34527,"NM","SCOTTSDALE, AZ",5425,"5/14/2013","10479","4046","CENTRAL ARIZONA BANK",31550,30822,"FAILURE","PA","DIF"
58185,"NM","VALDOSTA, GA",16263,"5/10/2013","10481","4044","SUNRISE BANK",60793,57775,"FAILURE","PA","DIF"
58701,"NM","ASHEVILLE, NC",7943,"5/10/2013","10480","4045","PISGAH COMMUNITY BANK",21880,21246,"FAILURE","PA","DIF"
21649,"NM","DOUGLASVILLE, GA",89606,"4/26/2013","10476","4042","DOUGLAS COUNTY BANK",317288,315326,"FAILURE","PA","DIF"
57158,"NM","LENOIR, NC",16490,"4/26/2013","10477","4043","PARKWAY BANK",109642,104709,"FAILURE","PA","DIF"
26680,"NM","ORANGE PARK, FL",25231,"4/19/2013","10475","4039","HERITAGE BANK OF NORTH FLORIDA",103960,106348,"FAILURE","PA","DIF"
29594,"SB","LEXINGTON, KY",7767,"4/19/2013","10474","4040","FIRST FEDERAL BANK",92982,87196,"FAILURE","PA","DIF"
58034,"NM","MARIANNA, FL",7920,"4/19/2013","10473","4041","CHIPOLA COMMUNITY BANK",37471,37067,"FAILURE","PA","DIF"
58066,"SM","GOLD CANYON, AZ",8263,"4/5/2013","10472","4038","GOLD CANYON BANK",42125,41728,"FAILURE","PA","DIF"
16431,"NM","LAGRANGE, GA",73446,"3/8/2013","10471","4037","FRONTIER BANK",258840,224108,"FAILURE","PA","DIF"
22476,"NM","CHICAGO, IL",19576,"2/15/2013","10470","4036","COVENANT BANK",58422,54202,"FAILURE","PA","DIF"
57157,"NM","ANDOVER, MN",12229,"1/18/2013","10469","4035","1ST REGENTS BANK",49626,49147,"FAILURE","PA","DIF"
33997,"NM","UNIVERSITY PLACE, WA",22860,"1/11/2013","10468","4034","WESTSIDE COMMUNITY BANK",91935,91879,"FAILURE","PA","DIF"
27331,"NM","SUNRISE, MO",13435,"12/14/2012","10467","4033","COMMUNITY BANK OF THE OZARKS",42816,41881,"FAILURE","PA","DIF"
57928,"NM","BRASELTON, GA",39665,"11/16/2012","10466","4032","HOMETOWN COMMUNITYBANK",124561,108931,"FAILURE","PA","DIF"
3731,"N","PRINCETON, IL",32458,"11/2/2012","10464","4030","CITIZENS FIRST NATIONAL BANK",923959,869440,"FAILURE","PA","DIF"
35009,"NM","LUTZ, FL",74108,"11/2/2012","10465","4031","HERITAGE BANK OF FLORIDA",225477,223309,"FAILURE","PA","DIF"
27148,"SI","BERWYN, PA",87070,"10/26/2012","10463","4029","NOVA BANK",444710,395248,"FAILURE","PO","DIF"
19189,"NM","SEDALIA, MO",29582,"10/19/2012","10460","4026","EXCEL BANK",186113,173670,"FAILURE","PA","DIF"
28144,"SB","TAMARAC, FL",12370,"10/19/2012","10461","4027","FIRST EAST SIDE SAVINGS BANK",65686,64888,"FAILURE","PA","DIF"
58073,"NM","DESTIN, FL",40677,"10/19/2012","10462","4028","GULFSOUTH PRIVATE BANK",139391,131579,"FAILURE","PA","DIF"
20685,"NM","CRETE, IL",33841,"9/28/2012","10459","4025","FIRST UNITED BANK",328422,316877,"FAILURE","PA","DIF"
27316,"SM","ST. LOUIS, MO",39469,"9/14/2012","10458","4024","TRUMAN BANK",282338,245716,"FAILURE","PA","DIF"
35246,"NM","BLOOMINGTON, MN",65213,"9/7/2012","10457","4023","FIRST COMMERCIAL BANK",215867,206809,"FAILURE","PA","DIF"
28243,"SI","WAUKEGAN, IL",23518,"8/3/2012","10456","4022","WAUKEGAN SAVINGS BANK",83679,73001,"FAILURE","PA","DIF"
16240,"NM","JASPER, GA",49244,"7/27/2012","10455","4021","JASPER BANKING COMPANY",206672,204238,"FAILURE","PA","DIF"
1361,"NM","LEAWOOD, KS",363,"7/20/2012","10452","4016","HEARTLAND BANK",96002,89723,"FAILURE","PA","DIF"
27986,"SB","CHICAGO, IL",86252,"7/20/2012","10453","4017","SECOND FEDERAL SAVINGS AND LOAN ASSOCIATION OF CHICAGO",190891,171627,"FAILURE","PA","DIF"
32711,"NM","WOODSTOCK, GA",36215,"7/20/2012","10450","4018","FIRST CHEROKEE STATE BANK",209021,182114,"FAILURE","PA","DIF"
57096,"NM","NAPLES, FL",16848,"7/20/2012","10454","4019","THE ROYAL PALM BANK OF FLORIDA",78771,78876,"FAILURE","PA","DIF"
57847,"NM","BUFORD, GA",25335,"7/20/2012","10451","4020","GEORGIA TRUST BANK",116890,114748,"FAILURE","PA","DIF"
1056,"NM","GLASGOW, MO",1396,"7/13/2012","10449","4015","GLASGOW SAVINGS BANK",22341,21809,"FAILURE","PA","DIF"
19498,"NM","AILEY, GA",66449,"7/6/2012","10448","4014","MONTGOMERY BANK & TRUST",153208,164181,"FAILURE","PA","DIF"
1690,"NM","LYNCHBURG, TN",33106,"6/15/2012","10447","4011","THE FARMERS BANK OF LYNCHBURG",163859,156402,"FAILURE","PA","DIF"
27405,"NM","PALATKA, FL",28751,"6/15/2012","10445","4012","PUTNAM STATE BANK",169489,160024,"FAILURE","PA","DIF"
35299,"NM","MARIETTA, GA",44760,"6/15/2012","10446","4013","SECURITY EXCHANGE BANK",150962,147896,"FAILURE","PA","DIF"
416,"NM","KINGFISHER, OK",8725,"6/8/2012","10443","4007","FIRST CAPITAL BANK",44448,44828,"FAILURE","PA","DIF"
9257,"NM","SHABBONA, IL",10243,"6/8/2012","10442","4008","FARMERS' AND TRADERS' STATE BANK",43077,42302,"FAILURE","PA","DIF"
34515,"SM","WHITEVILLE, NC",23788,"6/8/2012","10444","4009","WACCAMAW BANK",533114,472704,"FAILURE","PA","DIF"
35372,"SB","CHARLESTON, SC",17775,"6/8/2012","10441","4010","CAROLINA FEDERAL SAVINGS BANK",54373,53082,"FAILURE","PA","DIF"
35224,"N","SYLACAUGA, AL",10672,"5/18/2012","10440","4006","ALABAMA TRUST BANK, NATIONAL ASSOCIATION",51553,45149,"FAILURE","PA","DIF"
23156,"N","NORTH LAUDERDALE, FL",15098,"5/4/2012","10439","4005","SECURITY BANK, NATIONAL ASSOCIATION",101026,99067,"FAILURE","PA","DIF"
23632,"N","PALM DESERT, CA",26331,"4/27/2012","10437","4000","PALM DESERT NATIONAL BANK",129253,129023,"FAILURE","PA","DIF"
26759,"SM","CAMBRIDGE, MD",58312,"4/27/2012","10434","4001","BANK OF THE EASTERN SHORE",162460,150951,"FAILURE","DINB","DIF"
31495,"SB","MAPLE GROVE, MN",79681,"4/27/2012","10436","4002","INTER SAVINGS BANK, FSB D/B/A/ INTERBANK, FSB",463840,458053,"FAILURE","PA","DIF"
32503,"SB","PAWLEYS ISLAND, SC",83230,"4/27/2012","10438","4003","PLANTATION FEDERAL BANK",433512,415943,"FAILURE","PA","DIF"
57766,"NM","GAITHERSBURG, MD",26694,"4/27/2012","10435","4004","HARVEST BANK OF MARYLAND",163019,145534,"FAILURE","PA","DIF"
35527,"SB","FORT LEE, NJ",12089,"4/20/2012","10433","3999","FORT LEE FEDERAL SAVINGS BANK, FSB",48861,47786,"FAILURE","PA","DIF"
33883,"NM","DEARBORN, MI",97229,"3/30/2012","10432","3998","FIDELITY BANK",818237,747640,"FAILURE","PA","DIF"
35419,"NM","WILMETTE, IL",69596,"3/23/2012","10431","3996","PREMIER BANK",268703,198953,"FAILURE","PA","DIF"
58068,"NM","ROCK SPRING, GA",30295,"3/23/2012","10430","3997","CONVENANT BANK & TRUST",95725,90632,"FAILURE","PA","DIF"
57597,"NM","CHICAGO, IL",15897,"3/9/2012","10429","3995","NEW CITY BANK",71202,72399,"FAILURE","PO","DIF"
34046,"NM","DORAVILLE, GA",40520,"3/2/2012","10428","3994","GLOBAL COMMERCE BANK",143678,116813,"FAILURE","PA","DIF"
5687,"NM","ELLAVILLE, GA",51763,"2/24/2012","10426","3992","CENTRAL BANK OF GEORGIA",278860,266589,"FAILURE","PA","DIF"
29178,"SB","LITTLE FALLS, MN",43731,"2/24/2012","10427","3993","HOME SAVINGS OF AMERICA",434111,432223,"FAILURE","PO","DIF"
23187,"N","HOFFMAN ESTATES, IL",18454,"2/10/2012","10424","3990","CHARTER NATIONAL BANK AND TRUST",93894,89485,"FAILURE","PA","DIF"
29761,"SB","SHELBYVILLE, IN",38439,"2/10/2012","10425","3991","SCB BANK",182561,171365,"FAILURE","PA","DIF"
16579,"NM","JACKSONVILLE, FL",54383,"1/27/2012","10421","3986","FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE",397082,378309,"FAILURE","PA","DIF"
19869,"SM","KNOXVILLE, TN",74064,"1/27/2012","10420","3987","BANKEAST",261947,259571,"FAILURE","PA","DIF"
34823,"NM","FOREST LAKE, MN",35346,"1/27/2012","10422","3988","PATRIOT BANK MINNESOTA",105029,102833,"FAILURE","PA","DIF"
35296,"NM","FRANKLIN, TN",352090,"1/27/2012","10423","3989","TENNESSEE COMMERCE BANK",1009154,1037716,"FAILURE","PA","DIF"
19252,"NM","STOCKBRIDGE, GA",192145,"1/20/2012","10419","3983","THE FIRST STATE BANK",516760,509065,"FAILURE","PA","DIF"
31581,"SB","BOOTHWYN, PA",4671,"1/20/2012","10417","3984","AMERICAN EAGLE SAVINGS BANK",19259,17548,"FAILURE","PA","DIF"
57186,"NM","BELLEVIEW, FL",13697,"1/20/2012","10418","3985","CENTRAL FLORIDA STATE BANK",71485,71080,"FAILURE","PA","DIF"
57917,"N","PHOENIX, AZ",41735,"12/16/2011","10416","3981","WESTERN NATIONAL BANK",162872,144491,"FAILURE","PA","DIF"
58343,"NM","CRESTVIEW, FL",25065,"12/16/2011","10415","3982","PREMIER COMMUNITY BANK OF THE EMERALD COAST",125976,112050,"FAILURE","PA","DIF"
14194,"NM","JOHNSTON, IA",16053,"11/18/2011","10414","3979","POLK COUNTY BANK",91580,81967,"FAILURE","PA","DIF"
19657,"NM","LACOMBE, LA",48824,"11/18/2011","10413","3980","CENTRAL PROGRESSIVE BANK",383132,347720,"FAILURE","PA","DIF"
57860,"NM","ROCKMART, GA",20442,"11/10/2011","10412","3978","COMMUNITY BANK OF ROCKMART",62383,55906,"FAILURE","PA","DIF"
19397,"NM","OMAHA, NE",10944,"11/4/2011","10410","3976","MID CITY BANK, INC.",106075,105461,"FAILURE","PA","DIF"
57087,"NM","SAINT GEORGE, UT",43575,"11/4/2011","10411","3977","SUNFIRST BANK",198081,169135,"FAILURE","PA","DIF"
57759,"NM","DES PLAINES, IL",13753,"10/28/2011","10409","3975","ALL AMERICAN BANK",34800,30542,"FAILURE","PA","DIF"
21132,"SM","GREENWOOD VILLAGE, CO",169247,"10/21/2011","10405","3971","COMMUNITY BANKS OF COLORADO",1280964,1239630,"FAILURE","PA","DIF"
34392,"NM","DECATUR, GA",24568,"10/21/2011","10407","3972","DECATUR FIRST BANK",184750,172042,"FAILURE","PA","DIF"
57036,"NM","JONESBORO, GA",64965,"10/21/2011","10406","3973","COMMUNITY CAPITAL BANK",165291,157808,"FAILURE","PA","DIF"
57537,"NM","CLEARWATER, FL",26299,"10/21/2011","10408","3974","OLD HARBOR BANK",209048,212184,"FAILURE","PA","DIF"
32347,"SI","ASHEVILLE, NC",44112,"10/14/2011","10401","3967","BLUE RIDGE SAVINGS BANK, INC.",161430,159628,"FAILURE","PA","DIF"
35395,"NM","ALEDO, IL",69798,"10/14/2011","10402","3968","COUNTRY BANK",195034,180835,"FAILURE","PA","DIF"
57256,"NM","GRAY, GA",88194,"10/14/2011","10404","3969","PIEDMONT COMMUNITY BANK",198993,178773,"FAILURE","PA","DIF"
58046,"NM","CRANFORD, NJ",45629,"10/14/2011","10403","3970","FIRST STATE BANK",191852,188099,"FAILURE","PA","DIF"
10216,"NM","WYOMING, MN",71176,"10/7/2011","10399","3965","THE RIVERBANK",419723,384120,"FAILURE","PA","DIF"
20115,"NM","ELLINGTON, MO",93109,"10/7/2011","10400","3966","SUN SECURITY BANK",351492,280649,"FAILURE","PA","DIF"
33513,"NM","PLANO, TX",58022,"9/30/2011","10398","3964","FIRST INTERNATIONAL BANK",239916,208775,"FAILURE","PA","DIF"
20408,"SM","NORFOLK, VA",239470,"9/23/2011","10396","3962","BANK OF THE COMMONWEALTH",985096,901845,"FAILURE","PA","DIF"
33983,"NM","NEVADA CITY, CA",40895,"9/23/2011","10397","3963","CITIZENS BANK OF NORTHERN CALIFORNIA",288765,253079,"FAILURE","PA","DIF"
25155,"N","MILTON, FL",75749,"9/9/2011","10395","3961","THE FIRST NATIONAL BANK OF FLORIDA",296841,280095,"FAILURE","PA","DIF"
58226,"NM","WOODSTOCK, GA",33845,"9/2/2011","10393","3959","CREEKSIDE BANK",102338,96583,"FAILURE","PA","DIF"
58273,"NM","CUMMING, GA",54248,"9/2/2011","10394","3960","PATRIOT BANK OF GEORGIA",150751,140612,"FAILURE","PA","DIF"
35356,"SB","PALM BEACH, FL",186321,"8/19/2011","10392","3956","LYDIAN PRIVATE BANK",1700117,1253835,"FAILURE","PA","DIF"
57212,"NM","GENEVA, IL",34064,"8/19/2011","10390","3957","FIRST CHOICE BANK",141016,137215,"FAILURE","PA","DIF"
57239,"N","STATESBORO, GA",22171,"8/19/2011","10391","3958","FIRST SOUTHERN NATIONAL BANK",164599,159673,"FAILURE","PA","DIF"
34130,"SI","HUNTINGDON VALLEY, PA",15828,"8/18/2011","10389","3955","PUBLIC SAVINGS BANK",46818,45770,"FAILURE","PA","DIF"
4744,"N","OLATHE, KS",103328,"8/12/2011","10388","3954","THE FIRST NATIONAL BANK OF OLATHE",538091,524290,"FAILURE","PA","DIF"
22528,"SM","COLFAX, WA",101555,"8/5/2011","10387","3952","BANK OF WHITMAN",548570,515732,"FAILURE","PA","DIF"
22637,"NM","SHOREWOOD, IL",29378,"8/5/2011","10386","3953","BANK OF SHOREWOOD",110723,104021,"FAILURE","PA","DIF"
4392,"N","EVANSVILLE, IN",29940,"7/29/2011","10384","3949","INTEGRA BANK NATIONAL ASSOCIATION",1994430,1693592,"FAILURE","PA","DIF"
58222,"N","COLUMBIA, SC",49181,"7/29/2011","10383","3950","BANKMERIDIAN, N.A.",232648,209737,"FAILURE","PA","DIF"
58283,"SM","RICHMOND, VA",19851,"7/29/2011","10385","3951","VIRGINIA BUSINESS BANK",83493,72955,"FAILURE","PA","DIF"
2994,"NM","GREELEY, CO",135919,"7/22/2011","10380","3946","BANK OF CHOICE",954106,818670,"FAILURE","PA","DIF"
35244,"SM","SARASOTA, FL",37389,"7/22/2011","10381","3947","LANDMARK BANK OF FLORIDA",266482,244362,"FAILURE","PA","DIF"
58056,"NM","APOLLO BEACH, FL",11403,"7/22/2011","10382","3948","SOUTHSHORE COMMUNITY BANK",41252,41434,"FAILURE","PA","DIF"
19554,"NM","STOCKBRIDGE, GA",70772,"7/15/2011","10377","3942","HIGH TRUST BANK",180340,177221,"FAILURE","PA","DIF"
34870,"NM","PORT SAINT LUCIE, FL",13110,"7/15/2011","10376","3943","FIRST PEOPLES BANK",225035,207621,"FAILURE","PA","DIF"
57442,"NM","PRESCOTT, AZ",14868,"7/15/2011","10379","3944","SUMMIT BANK",73066,67471,"FAILURE","PA","DIF"
58238,"NM","ATLANTA, GA",40849,"7/15/2011","10378","3945","ONE GEORGIA BANK",177715,158123,"FAILURE","PA","DIF"
27935,"SM","CHICAGO, IL",193305,"7/8/2011","10374","3939","FIRST CHICAGO BANK & TRUST",896864,830530,"FAILURE","PA","DIF"
34522,"NM","CASTLE ROCK, CO",254944,"7/8/2011","10373","3940","COLORADO CAPITAL BANK",665806,635202,"FAILURE","PA","DIF"
57835,"NM","WINDSOR, CO",23311,"7/8/2011","10375","3941","SIGNATURE  BANK",62518,60349,"FAILURE","PA","DIF"
57593,"NM","CLAYTON, GA",34480,"6/24/2011","10372","3938","MOUNTAIN HERITAGE BANK",103716,89554,"FAILURE","PA","DIF"
19237,"NM","JACKSON, GA",75418,"6/17/2011","10371","3936","MCINTOSH STATE BANK",339929,324403,"FAILURE","PA","DIF"
27583,"NM","TAMPA, FL",33477,"6/17/2011","10370","3937","FIRST COMMERCIAL BANK OF TAMPA BAY",98624,92641,"FAILURE","PA","DIF"
58420,"SB","CHARLESTON, SC",31432,"6/3/2011","10369","3935","ATLANTIC BANK AND TRUST",208204,191614,"FAILURE","PA","DIF"
23626,"NM","SNOHOMISH, WA",33596,"5/27/2011","10368","3934","FIRST HERITAGE BANK",173478,163303,"FAILURE","PA","DIF"
513,"NM","BURLINGTON, WA",24195,"5/20/2011","10367","3931","SUMMIT BANK",142729,131631,"FAILURE","PA","DIF"
57213,"NM","MACON, GA",280971,"5/20/2011","10365","3932","ATLANTIC SOUTHERN BANK",741855,707643,"FAILURE","PA","DIF"
57647,"NM","FRANKLIN, GA",134965,"5/20/2011","10366","3933","FIRST GEORGIA BANKING COMPANY",730981,702231,"FAILURE","PA","DIF"
34898,"SB","COCOA BEACH, FL",18527,"5/6/2011","10364","3930","COASTAL BANK",129429,123950,"FAILURE","PA","DIF"
19797,"SM","VALDOSTA, GA",212371,"4/29/2011","10363","3925","THE PARK AVENUE BANK",849409,724483,"FAILURE","PA","DIF"
26297,"N","WINTER PARK, FL",42899,"4/29/2011","10362","3926","FIRST NATIONAL BANK OF CENTRAL FLORIDA",342079,308784,"FAILURE","PA","DIF"
34234,"NM","MOUNT CLEMENS, MI",98636,"4/29/2011","10359","3927","COMMUNITY CENTRAL BANK",451683,371494,"FAILURE","PA","DIF"
57625,"NM","BROOKSVILLE, FL",17194,"4/29/2011","10360","3928","CORTEZ COMMUNITY  BANK",66282,65439,"FAILURE","PA","DIF"
58539,"NM","DALLAS, GA",105180,"4/29/2011","10361","3929","FIRST CHOICE COMMUNITY BANK",291196,294769,"FAILURE","PA","DIF"
14273,"NM","CARTHAGE, MS",37841,"4/15/2011","10354","3919","HERITAGE BANKING GROUP",228328,205035,"FAILURE","PA","DIF"
17750,"SB","BIRMINGHAM, AL",284370,"4/15/2011","10358","3920","SUPERIOR BANK",2977290,2736201,"FAILURE","PA","DIF"
19794,"NM","BIRMINGHAM, AL",182002,"4/15/2011","10356","3921","NEXITY BANK",757574,611681,"FAILURE","PA","DIF"
21495,"NM","CARTERSVILLE, GA",83037,"4/15/2011","10353","3922","BARTOW COUNTY BANK",314019,290005,"FAILURE","PA","DIF"
24099,"N","ROSEMOUNT, MN",5398,"4/15/2011","10357","3923","ROSEMOUNT NATIONAL BANK",21454,20980,"FAILURE","PA","DIF"
57705,"NM","EAST ELLIJAY, GA",34708,"4/15/2011","10355","3924","NEW HORIZONS BANK",103055,99022,"FAILURE","PA","DIF"
10086,"N","WESTERN SPRINGS, IL",38047,"4/8/2011","10352","3917","WESTERN SPRINGS NATIONAL BANK AND TRUST",186677,182441,"FAILURE","PA","DIF"
35418,"NM","LAS VEGAS, NV",38492,"4/8/2011","10351","3918","NEVADA COMMERCE BANK",135064,128573,"FAILURE","PA","DIF"
34292,"NM","WOOD DALE, IL",44142,"3/25/2011","10350","3916","THE BANK OF COMMERCE",163074,161379,"FAILURE","PA","DIF"
4077,"N","DAVIS, OK",30050,"3/11/2011","10349","3914","THE FIRST NATIONAL BANK OF DAVIS",90183,68331,"FAILURE","PA","DIF"
34818,"SM","MILWAUKEE, WI",73934,"3/11/2011","10348","3915","LEGACY BANK",190418,183309,"FAILURE","PA","DIF"
